objectid,parentid,title,creator,date,year_started,year_gone,valuation,architect,contractor,alternate_names,description,buildings_present,day_book_excerpt,subject,location,latitude,longitude,filename,original_filename,source,identifier,format,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
cornerstones0027,,Photograph of the First Horse Barn,,1875,,,,,,,Photograph of the first horse barn from Andreas Atlas. The view is looking southwest.,"Horse Barn (First), Looking northwest.",,,Horse Barn (First); Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones027_001.jpg,cornerstones027_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2427,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones027_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones027_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones027_001_th.jpg,
cornerstones0028,,Etching of the Piggery from 1884 catalog,,1884,,,,,,,"Etching showing the Piggery from the 1884 catalog depicting the swine breeding barn. Annotation: ""Piggery 1884 catalog.""","Left to Right: Sheep Shed, Piggery (Hog Houses), Horse Barn (First), looking west northwest",,,Hog Houses; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones028_001.jpg,cornerstones028_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2430,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones028_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones028_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones028_001_th.jpg,
cornerstones0029,,Photograph of cows on path,,,,,,,,,Photograph of cows on a path with the Experiment Station Barn in the far left background and feeding shed in the close left background. A tall silo also appears in the photograph. The view is looking south.,"Left to Right: Experiment Station Barn (rear) and Cattle Shed (front), Theater-Workshop, looking south.",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones030_001.jpg,cornerstones030_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2433,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones030_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones030_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones030_001_th.jpg,
cornerstones0030,,Photograph of cows on path,,,,,,,,,Photograph of cows on a path with the Theater Workshop (Judging Pavilion) in the right background. The view is looking south. ,"Left to Right: Cattle Shed, Theater-Workshop, looking south.",,,Theater-Workshop; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones031_001.jpg,cornerstones031_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2436,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones031_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones031_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones031_001_th.jpg,
cornerstones0031,,Photograph of the Hog Barn and the Pavilion,,,,,,,,,Photograph of the Hog Barn and the Pavilion with swine grazing outside.,"Hog Barn and Pavillion, looking northeast.",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones032_001.jpg,cornerstones032_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2439,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones032_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones032_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones032_001_th.jpg,
cornerstones0032,,Photograph of the Hog Pavilion,,,,,,,,,Photograph of the Hog Pavilion with swine grazing outside. ,"Hog Barn and Pavillion, looking east.",,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones033_001.jpg,cornerstones033_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2442,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones033_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones033_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones033_001_th.jpg,
cornerstones0033,,Photograph of the Iowa Agricultural College Experiment Barn,,,,,,,,,"Photograph of the Iowa Agricultural College Experiment Barn with several horses and people in the foreground, and the first cattle barn in the background.","Left to Right: Cattle Barn (First), Experimental Barn, Feeding Barn, looking northwest.",,,Experimental Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones035_001.jpg,cornerstones035_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2445,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones035_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones035_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones035_001_th.jpg,
cornerstones0034,,Photograph of the Iowa Agricultural College Experiment Barn,,,,,,,,,"Photograph of the Iowa Agricultural College Experiment Barn with several horses and people in the foreground, and the first cattle barn in the background.","Left to Right: Cattle Barn (First), Experimental Barn, Feeding Barn, looking northwest.",,,Experimental Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones036_001.jpg,cornerstones036_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2448,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones036_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones036_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones036_001_th.jpg,
cornerstones0035,,Photograph of the new Experiment Station Barn,,,,,,,,,Photograph of the new Experiment Station Barn and the Judging Pavilion to the east. The view is looking northeast.,"Left to Right: Experiment station Barn, Agronomy Farm Crops Laboratory, Carpenter Shop, looking northest.",,,Experiment Station Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones037_001.jpg,cornerstones037_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2451,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones037_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones037_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones037_001_th.jpg,
cornerstones0036,,Photograph of the new Experiment Station Barn and the Judging Pavilion,,,,,,,,,Photograph of the new Experiment Station Barn and the Judging Pavilion to the east. The view is looking northeast.,"Left to Right: Cattle Barn (First), Cattle Shed, Experiment Station Barn, Agronomy Farm Crops Laboratory, looking north northwest.",,,Experiment Station Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones038_001.jpg,cornerstones038_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2454,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones038_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones038_001_sm.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones038_001_th.jpg,
cornerstones0037,,Photograph of a group of people standing with cattle in front of the Judging Pavilion,,,,,,,,,Photograph of a group of people standing with cattle in front of the Judging Pavilion. The horse barn is in the left background. The view is looking northwest.,"Left to Right: Landscape Architecture, Theater-Workshop, Cattle Barn (First), looking northwest.",,,Judging Pavilion; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones039_001.jpg,cornerstones039_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2457,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones039_001.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones039_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones039_001_th.jpg,
